TaskID,TaskName,ParentID,ChildrenIDs,OutlineLevel,IsSummary
1203,"01 Potong&Las BV u/s 1-PG-2006 1 1/2""",,,7,False
1204,"02 PT Lasan BV u/s 1-PG-2006 1 1/2""",,,7,False
1205,BV steam SM TS-411,,,5,True
1206,"(200000384575) Potong&Repair WS BV u/s 1-PG-2006, Mal't Gate Vale 6"" 600 #A216 WCB BB Butt Weld (Leak Out) Rec. 140000058153 tgl.04.02.2023",,,6,True
1207,"01 Potong BV steam SM TS-411 6""",,,7,False
1208,"02 Beveling 2 Joint BV steam SM TS-411 6""yg telah di potong",,,7,False
1209,"03 PT Beveling 2 Joint BV steam SM TS-411 6""yg telah di potong",,,7,False
1210,04 Bawa BV ke Shop,,,7,False
1211,05 Bawa BV ke Shop,,,7,False
1212,"06 Check&Repair Internal BV steam SM TS-411 6""",,,7,False
1213,"07 Repair&Fabrikasi Internal BV steam SM TS-411 6""",,,7,False
1214,"08 Las Plug 1 Joint BV steam SM TS-411 6""untuk Test",,,7,False
1215,"09 TestBV steam SM TS-411 6""",,,7,False
1216,"10 Test BV steam SM TS-411 6""",,,7,False
1217,"11 Lepas Plug 1 Joint BV steam SM TS-411 6""untuk Test",,,7,False
1218,"12 PT Beveling 2 Joint BV steam SM TS-411 6""yg telah di potong",,,7,False
1219,13 Bawa BV ke Lokasi,,,7,False
1220,14 Bawa BV ke Lokasi,,,7,False
1221,"15 Fit_up&Las BV steam SM TS-411 6""",,,7,False
1222,"16 PT Lasan BV steam SM TS-411 6""",,,7,False
1223,BV steam SL TS-411,,,5,True
1224,"(200000384577) Potong&Repair WS BV steam SL TS-411, Mal't Gate Vale 6"" 600 #A216 WCB BB Butt Weldd (Leak Out) Rec. 140000058155 tgl. 04.02.2023",,,6,True
1225,"01 Potong BV steam SL TS-411 6""",,,7,False
1226,"02 Beveling 2 Joint BV steam SL TS-411 Gate Vale 6""yg telah di potong",,,7,False
1227,"03 PT Beveling 2 Joint BV steam SL TS-411 Gate Vale 6""yg telah di potong",,,7,False
1228,04 Bawa BV ke Shop,,,7,False
1229,05 Bawa BV ke Shop,,,7,False
1230,"06 Check&Repair Internal BV steam SL TS-411 Gate Vale 6""",,,7,False
1231,"07 Repair&Fabrikasi Internal BV steam SL TS-411 Gate Vale 6""",,,7,False
1232,"08 Las Plug 1 Joint BV steam SL TS-411 Gate Vale 6""untuk Test",,,7,False
1233,"09 Test BV steam SL TS-411 Gate Vale 6""",,,7,False
1234,"10 Test BV steam SL TS-411 Gate Vale 6""",,,7,False
1235,"11 Lepas Plug 1 Joint BV steam SL TS-411 Gate Vale 6""untuk Test",,,7,False
1236,"12 PT Beveling 2 Joint BV steam SL TS-411 Gate Vale 6""yg telah di potong",,,7,False
1237,13 Bawa BV ke Lokasi,,,7,False
1238,14 Bawa BV ke Lokasi,,,7,False
1239,"15 Fit_up&Las BV steam SL TS-411 Gate Vale 6""",,,7,False
1240,"16 PT Lasan BV steam SL TS-411 Gate Vale 6""",,,7,False
1241,CLASS : PIPING NG COMPRESSION [DPIPING4-101-D0101],,,4,True
1242,"Piping 12""for Natural Gas",,,5,True
1243,"(200000366270) Galian Pipa Gas Pabrik-4 untuk akses pemeriksaan LRUT (Piping 12""for Natural Gas), Lokasi penggalian total 14 titik, dengan kedalaman penggalian tiap lubang ± 2 meter (detail terlampir), Rekomendasi perbaikan menunggu hasil LRUT, Target ak",,,6,True
1244,01 Sedot sisa Air di Galian,,,7,False
1245,02 Brush Coating Pipe,,,7,False
1246,03 Pemeriksaan LRUT,,,7,False
1247,04 Repair tunggu (Rec. Istek),,,7,False
1248,05 Repair tunggu Rek. Istek,,,7,False
1249,06 Inspect jika ada Repair,,,7,False
1250,07 Coating sesuai Prosdur Istek,,,7,False
1251,SUB_AREA : AIR COMPRESSION,,,3,True
1252,CLASS : EXCHANGER,,,4,True
1253,D1-E-202A-K4 [Process Air Preheater A],,,5,True
1254,"(200000358608) Buka Man Hole, Check Internal, Coil Tube, Fin Tube, Coil Support, Coil Bracket ,Brushing las DMW, PT Lasan Dissimilar Metal Weld (DMW), RT antara Coil dengan Weld Boss Inlet Header, Check Castabel di Intermediate Tube Sheel (ITS), Castable",,,6,True
1255,BUKA COVER,,,7,True
1256,01 Buka Man Hole,,,8,False
1257,02 Keluarkan Ceramic Fiber&Plug Castabe,,,8,False
1258,"03 Check Internal, Coil Tube, Fin Tube, Coil Support, Coil Bracket , Check Castable di Intermediate Tube Sheel (ITS), Castable di End Tube Sheet (ETS)&Isolasi Dinding",,,8,False
1259,DRY ICE CLEANING,,,7,True
1260,04 Cleaning Coil Tube dengan Dry Ice Cleaning,,,8,False
1261,"05 PT Lasan Dissimilar Metal Weld (DMW) antara Coil dengan Weld Boss Inlet Header,",,,8,False
1262,06 Repair Internal Tunggu (Rec.Istek),,,8,False
1263,07 Repair Castable&Isolasi Tunggu (Rec.Istek),,,8,False
1264,08 Final Inspect,,,8,False
1265,09 Re Cleaning dengan Vacum Cleaner,,,8,False
1266,TUTUP COVER,,,7,True
1267,10 BAPM,,,8,False
1268,11 BAPM,,,8,False
1269,12 BAPM,,,8,False
1270,13 Pasang Plug Castabe&Ceramic Fiber,,,8,False
1271,14 Tutup Man Hole,,,8,False
1272,D1-E-202B-K4 [Process Air Preheater B],,,5,True
1273,"(200000358609) Buka Man Hole, Check Internal, Coil Tube, Fin Tube, Coil Support, Coil Bracket ,Brushing las DMW, PT Lasan Dissimilar Metal Weld (DMW), RT antara Coil dengan Weld Boss Inlet Header, Check Castabel di Intermediate Tube Sheel (ITS), Castable",,,6,True
1274,BUKA COVER,,,7,True
1275,01 Buka Man Hole,,,8,False
1276,02 Keluarkan Ceramic Fiber&Plug Castabe,,,8,False
1277,"03 Check Internal, Coil Tube, Fin Tube, Coil Support, Coil Bracket , Check Castable di Intermediate Tube Sheel (ITS), Castable di End Tube Sheet (ETS)&Isolasi Dinding",,,8,False
1278,DRY ICE CLEANING,,,7,True
1279,04 Cleaning Coil Tube dengan Dry Ice Cleaning,,,8,False
1280,"05 PT Lasan Dissimilar Metal Weld (DMW) antara Coil dengan Weld Boss Inlet Header,",,,8,False
1281,06 Repair Internal Tunggu (Rec.Istek),,,8,False
1282,07 Repair Castable&Isolasi Tunggu (Rec.Istek),,,8,False
1283,08 Final Inspect,,,8,False
1284,09 Re Cleaning dengan Vacum Cleaner,,,8,False
1285,TUTUP COVER,,,7,True
1286,10 BAPM,,,8,False
1287,11 BAPM,,,8,False
1288,12 BAPM,,,8,False
1289,13 Pasang Plug Castabe&Ceramic Fiber,,,8,False
1290,14 Tutup Man Hole,,,8,False
1291,D1-E-421-K4 [Air Comp. 1st Intercooler],,,5,True
1292,"Buka Cover, Check Internal Tube,Tube Sheet, Brushing PT Lasan Tube to Tube Sheet, Mechanical Cleaning Tube, Blow dengan Udara, Eddy Current Tes 100%, Total Tube (756 U-Tube), Pasang Slip Blind,Test Ring, Leak Test 4 kg/ cm2&Tutup Cover",,,6,True
1293,BUKA COVER,,,7,True
1294,01 Pasang Scaffolding sisi NPK,,,8,False
1295,"02 Buka Spool, Cover sisi NPK&Turunkan",,,8,False
1296,03 Turunkan Cover sisi NPK&Pasang Test Ring,,,8,False
1297,04 Turunkan Cover sisi NPK&Pasang Test Ring,,,8,False
1298,05 Pasang Slip Blind untuk Leak Test,,,8,False
1299,06 Inspect Internal,,,8,False
1300,MECHANICAL CLEANING&EDDY CURENT TEST,,,7,True
1301,"07 Mechanical Cleaning Tube, Blow dengan Udara Total Tube (756) Ea",,,8,False
1302,"08 Eddy Current Tes 100%, Total Tube (756) Ea",,,8,False
1303,09 Brush Tube Sheet,,,8,False
1304,10 PT Brushsan Tube Sheet,,,8,False
1305,11 Leak Test,,,8,False
1306,12 Repair Tunggu (Rec.Istek),,,8,False
1307,13 Final Inspect,,,8,False
1308,TUTUP COVER,,,7,True
1309,14 BAPM,,,8,False
1310,15 BAPM,,,8,False
1311,16 BAPM,,,8,False
1312,"17 Lepas Test Ring, Angkat&Pasang Channel Cover sisi NPK",,,8,False
1313,"18 Lepas Test Ring, Angkat&Pasang Channel Cover sisi NPK",,,8,False
1314,19 Lepas Test Ring&Ikat Channel Cover sisi NPK,,,8,False
1315,20 Lepas Slip Blind untuk Leak Test,,,8,False
1316,21 Lepas Scaffolding sisi NPK,,,8,False
1317,D1-E-422-K4 [Air Comp. 2nd Intercooler],,,5,True
1318,"Buka Cover, Check Internal Tube, Tube Sheet,Brushing PT Lasan Tube to Tube Sheet, Mechanical Cleaning Tube, Blow dengan Udara, Eddy Curent Test 100 %, Total Tube (714 U-Tube), Pasang Slip Blind,Test Ring, Leak Test 4 kg/ cm2&Tutup Cover",,,6,True
1319,BUKA COVER,,,7,True
1320,01 Pasang Scaffolding sisi NPK,,,8,False
1321,"02 Buka Spool, Cover sisi NPK , Turunkan&Pasang Test Ring",,,8,False
1322,03 Turunkan Cover sisi NPK&Pasang Test Ring,,,8,False
1323,04 Turunkan Cover sisi NPK&Pasang Test Ring,,,8,False
1324,05 Pasang Slip Blind untuk Leak Test,,,8,False
1325,06 Inspect Internal,,,8,False
1326,MECHANICAL CLEANING&EDDY CURENT TEST,,,7,True
1327,"07 Mechanical Cleaning Tube, Blow dengan Udara Total Tube (714) Ea",,,8,False
1328,"08 Eddy Current Tes 100%, Total Tube (714) Ea",,,8,False
1329,09 Brush Tube Sheet,,,8,False
1330,10 PT Brushsan Tube Sheet,,,8,False
1331,11 Leak Test,,,8,False
1332,12 Repair Tunggu (Rec.Istek),,,8,False
1333,13 Final Inspect,,,8,False
1334,TUTUP COVER,,,7,True
1335,14 BAPM,,,8,False
1336,15 BAPM,,,8,False
1337,16 BAPM,,,8,False
1338,"17 Lepas Test Ring, Angkat&Pasang Channel Cover sisi NPK",,,8,False
1339,"18 Lepas Test Ring, Angkat&Pasang Channel Cover sisi NPK",,,8,False
1340,"19 Lepas Test Ring, Ikat Bolt Channel Cover sisi NPK",,,8,False
1341,20 Lepas Slip Blind untuk Leak Test,,,8,False
1342,21 Lepas Scaffolding sisi NPK,,,8,False
1343,D1-E-423-K4 [Air Comp. 3rd Intercooler],,,5,True
1344,"(200000359508) Buka Cover, Check Internal Tube, Tube Sheet, Brushing PT Lasan Tube to Tube Sheet, Mechanical Cleaning Tube,Blow dengan Udara, Eddy Curent Test 100 %, Total Tube (445 U-Tube), Pasang Slip Blind,Test Ring, Leak Test 4 kg/ cm2&Tutup Cover",,,6,True
1345,BUKA COVER,,,7,True
1346,01 Pasang Scaffolding sisi NPK,,,8,False
1347,"02 Buka Spool, Cover sisi NPK , Turunkan&Pasang Test Ring",,,8,False
1348,03 Turunkan Cover sisi NPK&Pasang Test Ring,,,8,False
1349,04 Turunkan Cover sisi NPK&Pasang Test Ring,,,8,False
1350,05 Pasang Slip Blind untuk Leak Test,,,8,False
1351,06 Inspect Internal,,,8,False
1352,MECHANICAL CLEANING&EDDY CURENT TEST,,,7,True
1353,"07 Mechanical Cleaning Tube, Blow dengan Udara Total Tube (445 U-Tube) 2 JETTER",,,8,False
1354,"08 Eddy Current Tes 100%, Total Tub (445 U-Tube) 2 PROBE",,,8,False
1355,09 Brush Tube Sheet,,,8,False
1356,10 PT Brushsan Tube Sheet,,,8,False
1357,11 Leak Test,,,8,False
1358,12 Repair Tunggu (Rec.Istek),,,8,False
1359,13 Final Inspect,,,8,False
1360,TUTUP COVER,,,7,True
1361,14 BAPM,,,8,False
1362,15 BAPM,,,8,False
1363,16 BAPM,,,8,False
1364,"17 Lepas Test Ring, Angkat&Pasang Channel Cover sisi NPK",,,8,False
1365,"18 Lepas Test Ring, Angkat&Pasang Channel Cover sisi NPK",,,8,False
1366,"19 Lepas Test Ring, Ikat Bolt Channel Cover sisi NPK",,,8,False
1367,20 Lepas Slip Blind untuk Leak Test,,,8,False
1368,21 Lepas Scaffolding sisi NPK,,,8,False
1369,D1-E-425-K4 [Air Comp. Turbine Condenser],,,5,True
1370,"(200000359509) Buka Cover, Check Internal, Rubber Lining, Anoda 100%(32ea), Mechanical Cleaning Internal Tube, Blow dengan Udara, Eddy Current Test 20 %, Total Tube (2769) Ea, Repair rubber linning (by naki), Fill Test isi dengan Demin Water pada sisi She",,,6,True
1371,BUKA COVER,,,7,True
1372,01 Pasang Scaffolding sisi NPK&Pabrik 1A,,,8,False
1373,02 Buka Cover sisi NPK,,,8,False
1374,03 Turunkan Cover sisi NPK,,,8,False
1375,04 Buka Cover sisi 1A,,,8,False
1376,05 Turunkan Cover sisi 1A,,,8,False
1377,"06 Inspect Tube, Rubber Linningn&Anoda",,,8,False
1378,"07 Fabrikasi Gasket Cover sesuai Contoh (Mat'l Rubber 5 mm thk 2 ea pakai Rip,2 Ea tidak pakai rip 2 Ea",,,8,False
1379,MECHANICAL CLEANING&EDDY CURENT TEST,,,7,True
1380,08 Mechanical Cleaning Internal Tube&Blow dengan Udara Total Tube (2769) Ea (2 JETER),,,8,False
1381,"09 Eddy Current Test 20 %, Total Tube (554 of 2769) Ea",,,8,False
1382,10 Fill Test Tube (Holding Time 24 Jam),,,8,False
1383,11 Leak Test,,,8,False
1384,12 Repair Tunggu (Rec. istek),,,8,False
1385,13 Final Inspect,,,8,False
1386,TUTUP COVER,,,7,True
1387,14 BAPM,,,8,False
1388,15 BAPM,,,8,False
1389,16 BAPM,,,8,False
1390,17 Lepas&Pasang Anoda sisi NPK,,,8,False
1391,18 Angkat Cover sisi NPK,,,8,False
1392,19 Ikat Bolt Cover sisi NPK,,,8,False
1393,20 Lepas&Pasang Anoda sisi Pabrik 1A,,,8,False
1394,21 Angkat Cover sisi 1A,,,8,False
1395,22 Ikat Bolt Cover sisi 1A,,,8,False
1396,23 Lepas Scaffolding sisi NPK&Pabrik 1A,,,8,False
1397,D1-E-435-K4 [Syn. Gas Comp. Turbine Condenser],,,5,True
1398,"(200000359510) Buka Cover, Check Internal, Rubber Lining, Anoda 100%(32 ea), Mechanical Cleaning Internal Tube, Blow dengan Udara, Eddy Current Test 100%, Total Tube (2438) Ea, Repair rubber linning (by naki) , Fill Test isi dengan Demin Water pada sisi S",,,6,True
1399,BUKA COVER,,,7,True
1400,01 Pasang Scaffolding sisi NPK&Pabrik 1A,,,8,False
1401,02 Buka Cover sisi NPK,,,8,False
1402,03 Turunkan Cover sisi NPK,,,8,False
1403,04 Buka Cover sisi 1A,,,8,False
1404,05 Turunkan Cover sisi 1A,,,8,False
1405,"06 Inspect Tube, Rubber Linningn&Anoda",,,8,False
1406,"07 Fabrikasi Gasket Cover sesuai Contoh (Mat'l Rubber 5 mm thk 2 ea pakai Rip,2 Ea tidak pakai rip 2 Ea",,,8,False
1407,MECHANICAL CLEANING&EDDY CURENT TEST,,,7,True
1408,08 Mechanical Cleaning Internal Tube&Blow dengan Udara Total Tube (2438) Ea (2 JETER),,,8,False
1409,"09 Eddy Current Test 100%, Total Tube (2438) Ea (2 PROBE)",,,8,False
1410,10 Fill Test Tube (Holding Time 24 Jam),,,8,False
1411,11 Leak Test,,,8,False
1412,12 Repair Tunggu (Rec. istek),,,8,False
1413,13 Final Inspect,,,8,False
1414,TUTUP COVER,,,7,True
1415,14 BAPM,,,8,False
1416,15 BAPM,,,8,False
1417,16 BAPM,,,8,False
1418,17 Lepas&Pasang Anoda sisi NPK,,,8,False
1419,18 Angkat Cover sisi NPK,,,8,False
1420,19 Ikat Bolt Cover sisi NPK,,,8,False
1421,20 Lepas&Pasang Anoda sisi Sisi Pabrik 1A,,,8,False
1422,21 Angkat Cover sisi 1A,,,8,False
1423,22 Ikat Bolt Cover sisi 1A,,,8,False
1424,23 Lepas Scaffolding sisi NPK&Pabrik 1A,,,8,False
1425,CLASS : VESSEL/ DRUM/ TANK,,,4,True
1426,D1-V-421-K4 [Air Compressor 1ST Separator],,,5,True
1427,"(200000359619) Buka Man Hole, Check Internal,Demister, Shell, Vane, Pipe, Nozzle Deflector, Chemical Cleaning Demister, Timbang Demister, Cleaning Internal&Tutup Man Hole",,,6,True
1428,01 Pasang Scaffolding di Man Hole,,,7,False
1429,02 Buka Man Hole,,,7,False
1430,03 Pasang Blower,,,7,False
1431,04 Cooling Down,,,7,False
1432,"05 Check Internal,Demister, Shell, Vane, Pipe, Nozzle Deflector",,,7,False
1433,06 Pasang Scaffold di Internal,,,7,False
1434,07 Lepas Demister,,,7,False
1435,08 Chemical Demister,,,7,False
1436,09 Lepas Frame Demister di Shop,,,7,False
1437,10 Timbang Demister,,,7,False
1438,11 Timbang Demister,,,7,False
1439,12 Pasang Demister pada Frame di Shop,,,7,False
1440,13 Repair Tunggu (Rec.Istek),,,7,False
1441,14 Cleaning Internal,,,7,False
1442,15 Pasang Demister,,,7,False
1443,16 Final Inspect,,,7,False
1444,17 Lepas Scaffold di Internal,,,7,False
1445,18 BAPM,,,7,False
1446,19 BAPM,,,7,False
1447,20 BAPM,,,7,False
1448,21 Lepas Blower,,,7,False
1449,22 Tutup Man Hole,,,7,False
1450,23 Lepas Scaffolding di Man Hole,,,7,False
1451,D1-V-422-K4 [Air Compressor 2ND Separator],,,5,True
1452,"(200000359760) Buka Man Hole, Check Internal,Demister, Shell, Vane, Pipe, Nozzle Deflector, Chemical Cleaning Demister, Timbang Demister, Cleaning Internal&Tutup Man Hole",,,6,True
1453,01 Pasang Scaffolding di Man Hole,,,7,False
1454,02 Buka Man Hole,,,7,False
1455,03 Pasang Blower,,,7,False
1456,04 Cooling Down,,,7,False
1457,"05 Check Internal,Demister, Shell, Vane, Pipe, Nozzle Deflecto",,,7,False
1458,06 Pasang Scaffold di Internal,,,7,False
1459,07 Lepas Demister,,,7,False
1460,08 Chemical Demister,,,7,False
1461,09 Lepas Frame Demister di Shop,,,7,False
1462,10 Timbang Demister,,,7,False
1463,11 Timbang Demister,,,7,False
1464,12 Pasang Demister pada Frame di Shop,,,7,False
1465,13 Repair Tunggu (Rec.Istek),,,7,False
1466,14 Cleaning Internal,,,7,False
1467,15 Pasang Demister,,,7,False
1468,16 Final Inspect,,,7,False
1469,17 Lepas Scaffold di Internal,,,7,False
1470,18 BAPM,,,7,False
1471,19 BAPM,,,7,False
1472,20 BAPM,,,7,False
1473,21 Lepas Blower,,,7,False
1474,22 Tutup Man Hole,,,7,False
1475,23 Lepas Scaffolding di Man Hole,,,7,False
1476,D1-V-423-K4 [Air Compressor 3RD Separator],,,5,True
1477,"(200000359761) Buka Man Hole, Check Internal,Demister, Shell, Vane, Pipe, Nozzle Deflector, Chemical Cleaning Demister, Timbang Demister, Cleaning Internal&Tutup Man Hole",,,6,True
1478,01 Pasang Scaffolding di Man Hole,,,7,False
1479,02 Buka Man Hole,,,7,False
1480,03 Pasang Blower,,,7,False
1481,04 Cooling Down,,,7,False
1482,"05 Check Internal,Demister, Shell, Vane, Pipe, Nozzle Deflector",,,7,False
1483,06 Pasang Scaffold di Internal,,,7,False
1484,07 Lepas Demister,,,7,False
1485,08 Chemical Demister,,,7,False
1486,09 Lepas Frame Demister di Shop,,,7,False
1487,10 Timbang Demister,,,7,False
1488,11 Timbang Demister,,,7,False
1489,12 Pasang Demister pada Frame di Shop,,,7,False
1490,13 Repair Tunggu (Rec.Istek),,,7,False
1491,14 Cleaning Internal,,,7,False
1492,15 Pasang Demister,,,7,False
1493,16 Final Inspect,,,7,False
1494,17 Lepas Scaffold di Internal,,,7,False
1495,18 BAPM,,,7,False
1496,19 BAPM,,,7,False
1497,20 BAPM,,,7,False
1498,21 Lepas Blower,,,7,False
1499,22 Tutup Man Hole,,,7,False
1500,23 Lepas Scaffolding di Man Hole,,,7,False
1501,CLASS : ROTATING,,,4,True
1502,D1-K-421-LP-K4 [Process Air Compressor LP],,,5,True
1503,"(200000359676) Overhaul&Ganti Rotor (Erosi pada Vane Stage 3 dan 4,Terakhir OH : 2021) Srt. No. BTR 04963/D/TK/D24600/IT /2024 tgl. 30 Januari 2024",,,6,True
1504,PERSIAPAN,,,7,True
1505,01 Cooling Down,,,8,False
1506,02 Persiapan tools,,,8,False
1507,PEMBONGKARAN,,,7,True
1508,03 Lepas Piping Lube Oil&Piping Gas,,,8,False
1509,04 Lepas Kabel Instrumentasi,,,8,False
1510,"05 Lepas Probe, TE di Bearing Journal&Thrust Bearing sisi Turbine",,,8,False
1511,"06 Lepas Probe, TE di Bearing Journal&Thrust Bearing sisi HPC",,,8,False
1512,07 Lepas Cover&Spacer Coupling sisi Turbine to LPC,,,8,False
1513,08 Lepas Cover&Spacer Coupling sisi LPC to HPC,,,8,False
1514,09 Reading Alignment sisi Turbine to LPC,,,8,False
1515,10 Reading Alignment sisi LPC to HPC,,,8,False
1516,11 Check Floating/ Thrust Clearance sisi LPC,,,8,False
1517,12 Lepas Hub Coupling sisi LPC,,,8,False
1518,"13 Lepas Journal Bearing, Thrust Disc dan Thrust Bearing sisi Turbine",,,8,False
1519,"14 Lepas Journal Bearing, Thrust Disc dan Thrust Bearing sisi HPC",,,8,False
1520,15 Lepas Dry Gas Seal (DGS) LPC DE Side,,,8,False
1521,16 Lepas Dry Gas Seal (DGS) LPC NDE Side,,,8,False
1522,17 Buka/ Kendorkan Baut Casing LPC,,,8,False
1523,18 Angkat Upper Casing LPC,,,8,False
1524,19 Ukur Labyrinth Clearance sebelum angkat Rotor LPC,,,8,False
1525,20 Angkat Rotor LPC bersamaan dengan DGS housing,,,8,False
1526,21 Lepas DGS housing dari Rotor LPC,,,8,False
1527,PEMERIKSAAN,,,7,True
1528,22 Inspect Internal Parts dan ukur Bearing Clearance LPC,,,8,False
1529,23 Inspect Internal Parts dan ukur Bearing Clearance LPC,,,8,False
1530,24 Cleaning Internal Parts LPC,,,8,False
1531,25 Bawa Rotor ke Shop,,,8,False
1532,26 Bawa Rotor ke Shop,,,8,False
1533,"27 Visual, Reading Balancing&Dimension Rotor",,,8,False
1534,28 Reading Balancing Rotor,,,8,False
1535,29 Bawa Rotor Sand Blast,,,8,False
1536,30 Bawa Rotor Sand Blast,,,8,False
1537,31 Glass Bead Rotor,,,8,False
1538,32 Bawa Rotor ke Shop,,,8,False
1539,33 Bawa Rotor ke Shop,,,8,False
1540,"34 Visual, NDT, Residual Magnetism, MRO, ERO, Dimensional, Round Out Rotor",,,8,False
1541,35 Lepas Labyrinth Seal Lower Diaphragm LPC,,,8,False
1542,36 Lepas Lower Diaphragm LPC,,,8,False
1543,37 Balik Upper Casing LPC,,,8,False
1544,38 Lepas Labyrinth Seal Upper Diaphragm LPC,,,8,False
1545,39 Lepas Upper Diaphragm LPC,,,8,False
1546,40 Bawa Diaphragm Lower&Upper LPC ke Sand Blast,,,8,False
1547,41 Bawa Diaphragm Lower&Upper LPC ke Sand Blast,,,8,False
1548,42 Glas Bead Lowe&Upper Diaphragm LPC,,,8,False
1549,43 Bawa Diaphragm Lower&Upper LPC ke Shop,,,8,False
1550,44 Bawa Diaphragm Lower&Upper LPC ke Shop,,,8,False
1551,45 PT Diaphragm Upper&Lower di Shop,,,8,False
1552,46 Repair tunggu (Rec. Istek),,,8,False
1553,47 Repair tunggu (Rec. Istek),,,8,False
1554,48 Inspect jika ada Repair,,,8,False
1555,PEMASANGAN,,,7,True
1556,49 Pasang lower Diaphragm LPC,,,8,False
1557,50 Pasang Labyrinth Seal lower Diaphragm LPC,,,8,False
1558,51 Pasang Upper Diaphragm LPC,,,8,False
1559,52 Pasang Labyrinth Seal Upper Diaphragm LPC,,,8,False
1560,53 Angkat&Pasang Rotor LPC bersamaan dengan DGS housing,,,8,False
1561,54 Setting Rotor position LPC,,,8,False
1562,55 Ukur Labyrinth Clearance Rotor LPC,,,8,False
1563,56 Balik&Angkat Upper Upper Casing LPC,,,8,False
1564,57 Pasang&Ikat Baut Casing LPC,,,8,False
1565,58 Pasang DGS DE Side LPC,,,8,False
1566,59 Pasang DGS NDE Side LPC,,,8,False
1567,"60 Journal Bearing, Thrust Disc dan Thrust Bearing sisi Turbine",,,8,False
1568,"61 Pasang Journal Bearing, Thrust Disc dan Thrust Bearing sisi HPC",,,8,False
1569,"62 Pasang Probe, TE di Bearing Journal&Thrust Bearing sisi Turbine",,,8,False
1570,"63 Pasang Probe, TE di Bearing Journal&Thrust Bearing sisi HPC",,,8,False
1571,64 Pasang Hub Coupling Thrust Side sisi Turbine,,,8,False
1572,65 Pasang Hub Coupling Thrust Side sisi HPC,,,8,False
1573,66 Alignment LPC to Turbine,,,8,False
1574,67 Alignment LPC to HPC,,,8,False
1575,68 Pasang Spacer&Cover Coupling sisi Turbine,,,8,False
1576,69 Pasang Spacer&Cover Coupling sisi HPC,,,8,False
1577,70 Pasang Instrument System,,,8,False
1578,71 Pasang Piping Lube Oil dan Piping gas,,,8,False
1579,72 Flushing Lube Oil,,,8,False
1580,D1-TS-421-K4 [Steam Turbine for Air Compressor],,,5,True
1581,(200000401654) Overhaul: Lakukan Over Speed Trip Test (OST) rotor Ganti oil pada Mechanical Governor Pengukuran neutral grounding resistance Blue contact pada hydrolic fit coupling Cek visual kondisi worm gear Cek visual kondisi sprocket Cek visual kondis,,,6,True
1582,PERSIAPAN,,,7,True
1583,01 Cooling Down,,,8,False
1584,02 Persiapan tools,,,8,False
1585,PEMBONGKARAN,,,7,True
1586,03 Lepas Isolasi Casing Turbine,,,8,False
1587,04 Lepas Kabel dan Probe Instrumentasi,,,8,False
1588,05 Kendori dan Lepas Baut Flange Steam Inlet Turbine,,,8,False
1589,06 Lepas Piping Lube Oil dan Control Oil,,,8,False
1590,07 Lepas Piping Line Sealing Steam,,,8,False
1591,08 Buka Coupling Guard dan Spacer Coupling Turbine to LPC,,,8,False
1592,09 Check Axial Bearing Turbine,,,8,False
1593,10 Reading Alignment Turbine to LPC,,,8,False
1594,11 Lepas Linkage Control Valve,,,8,False
1595,12 Lepas / Angkat Cover Bearing Thrust Side,,,8,False
1596,13 Lepas Journal dan Thrust Bearing,,,8,False
1597,14 Disconnect Cable Motor&Lepas Turning Gear,,,8,False
1598,15 Disconnect Cable Motor&Lepas Turning Gear,,,8,False
1599,16 Lepas / Angkat Cover Bearing Exhaust Side,,,8,False
1600,17 Lepas Journal Bearing Exhaust Side,,,8,False
1601,18 Lepas Main Control Valve,,,8,False
1602,19 Lepas Extraction Control Valve,,,8,False
1603,20 Kendorkan Nut / Baut dan Leaps Dowel Pin Turbine Casing,,,8,False
1604,21 Angkat Upper Half Turbine Casing,,,8,False
1605,22 Angkat Upper Half Turbine Casing,,,8,False
1606,23 Lepas Upper Half Stationery Blade Turbine,,,8,False
1607,24 Angkat Rotor Tubine,,,8,False
1608,25 Balik Posisi Upper Turbine Casing,,,8,False
1609,26 Balik Posisi Upper Turbine Casing,,,8,False
1610,27 Lepas U/H&L/H Labyrith Turbine,,,8,False
1611,28 Lepas U/H&L/H Blade Stator Turbine,,,8,False
1612,PEMERIKSAAN,,,7,True
1613,29 Check&NDT Jb & Thrust Bearing dll.,,,8,False
1614,30 Check&NDT Jb & Thrust Bearing dll.,,,8,False
1615,31 Cleaning Internal,,,8,False
1616,32 Repair di Lokasi tunggu (Rec.Istek),,,8,False
1617,33 Repair di Lokasi tunggu (Rec.Istek),,,8,False
1618,34 PT Test U/H&L/H Blade Stator Turbine (jika ada Repair),,,8,False
1619,35 Bawa Rotor ke Shop,,,8,False
1620,36 Bawa Rotor ke Shop,,,8,False
1621,"37 Visual, Reading Balancing&Dimension Rotor",,,8,False
1622,38 Reading Balancing Rotor,,,8,False
1623,39 Bawa Rotor Sand Blast,,,8,False
1624,40 Bawa Rotor Sand Blast,,,8,False
1625,41 Glass Bead Rotor,,,8,False
1626,42 Bawa Rotor ke Shop,,,8,False
1627,43 Bawa Rotor ke Shop,,,8,False
1628,44 PT Rotor di Shop,,,8,False
1629,45 Run Out Check&Reading Balancing Rotor,,,8,False
1630,46 Run Out Check&Reading Balancing Rotor,,,8,False
